id,year,sys,fis,per,ad,co,ba,no,pv,in,ve,cc,cp,cm,value,cluster
313,2022,12,2,58,0,13440,13440,8120,40700,9000,30950,9000,9000,17310,150960,0
314,2022,7,2,111,0,0,0,0,32800,24850,24500,22000,22000,24500,150650,4
315,2022,17,8,50,0,0,0,0,113260,34490,0,2850,0,0,150600,1
316,2021,20,5,55,0,7900,0,0,56920,22600,17310,22600,4520,10860,142710,4
317,2022,21,5,52,9000,6130,6130,6340,43980,13520,18780,9040,9040,14370,136330,0
318,2020,14,6,52,0,13440,7900,8120,81160,9000,10860,4520,4520,10860,150380,0
319,2022,10,2,78,0,7900,7900,0,32800,22000,35360,4520,4520,35360,150360,0
320,2022,8,1,102,0,13440,13440,8120,0,22000,24500,22000,22000,24500,150000,0
321,2022,8,1,67,0,26900,13440,8120,0,22000,10860,22000,22000,24500,149820,0
322,2021,9,1,75,0,13440,13440,13870,32800,9000,24500,9000,9000,24500,149550,0
323,2022,9,1,68,0,7900,13440,6340,32800,22000,24500,9000,9000,24500,149480,0
324,2022,10,1,82,6300,9750,9750,6340,32800,22000,24500,9000,4520,24500,149460,0
325,2021,30,9,45,0,0,7900,0,59260,30660,6450,0,4520,40650,149440,4
326,2022,19,2,52,0,15800,15800,14460,24240,9040,21720,18000,9040,12900,141000,0
327,2022,10,1,69,0,13440,13440,8120,0,22000,24500,9000,9000,10860,110360,0
328,2022,11,1,92,0,7900,7900,8120,7900,22000,24500,22000,9000,24500,133820,0
329,2022,11,2,63,0,7900,7900,0,32680,26520,24500,9000,9000,24500,142000,0
330,2022,10,1,68,0,26900,13440,8120,10700,22000,24500,22000,4520,10860,143040,0
331,2022,38,11,49,0,0,0,0,21460,36360,47750,36360,0,0,141930,4
332,2022,11,1,64,4500,13440,13440,13870,32800,9000,24500,9000,9000,10860,140410,0
333,2022,12,2,65,0,26900,13440,13870,16340,18000,21720,18000,9000,10860,148130,0
334,2022,13,2,58,0,0,0,0,65600,18000,17310,9040,2850,12900,125700,4
335,2022,16,2,58,0,21340,21340,16240,0,9040,35360,13520,13520,17310,147670,0
336,2021,19,4,50,0,7900,7900,0,65360,18080,0,18080,4520,25800,147640,0
337,2021,14,2,59,0,13440,6130,8120,49140,11850,28050,7370,9000,14410,147510,0
338,2022,32,8,46,4500,14030,6130,8120,31640,21620,14410,10220,4520,32160,147350,0
339,2021,12,1,60,0,13440,13440,13870,16340,9000,10860,9000,9000,10860,105810,0
340,2022,7,1,80,0,26900,13440,13870,0,22000,24500,22000,0,24500,147210,0
341,2022,19,3,60,0,13440,13440,8120,0,18040,23760,18040,18040,23760,136640,0
342,2022,7,1,70,0,26900,26900,13870,0,0,24500,22000,22000,10860,147030,0
343,2022,12,2,64,9000,7900,7900,8120,49140,26520,0,9040,4520,24500,146640,0
344,2022,23,4,47,0,0,0,6340,64940,18080,22900,14740,8550,10650,146200,4
345,2022,16,4,56,0,0,0,0,56920,17820,35360,14970,7370,13550,145990,4
346,2022,16,2,56,0,19500,15800,0,0,10490,49000,13520,9040,15840,133190,0
347,2022,20,13,42,0,0,6130,8120,99800,2850,10860,5970,4520,6450,144700,0
348,2022,8,1,59,0,7900,13440,8120,0,22000,24500,22000,22000,24500,144460,0
349,2022,13,2,106,0,0,0,0,65600,18000,12900,2850,0,21720,121070,4
350,2021,9,1,57,0,13440,13440,8120,32800,9000,24500,9000,9000,24500,143800,0
351,2022,9,1,79,0,26900,13440,8120,0,22000,24500,9000,9000,24500,137460,0
352,2022,12,1,60,9000,13440,13440,13870,16340,9000,10860,9000,9000,10860,114810,0
353,2022,19,6,48,0,6130,0,8120,69880,5700,20820,33050,0,0,143700,0
354,2022,12,2,56,6300,13440,7900,8120,40700,13520,24500,9000,9000,10860,143340,0
355,2022,9,1,139,0,13440,13440,8120,0,22000,24500,22000,9000,24500,137000,0
356,2022,8,1,60,0,26900,13440,13870,0,22000,24500,9000,9000,24500,143210,0
357,2021,8,1,65,0,26900,13440,13870,0,9000,24500,22000,9000,24500,143210,0
358,2021,9,1,67,0,13440,13440,8120,32800,9000,24500,22000,9000,10860,143160,0
359,2022,9,1,57,0,13440,13440,8120,32800,9000,24500,22000,9000,10860,143160,0
360,2022,8,1,107,0,7900,13440,0,32800,22000,24500,9000,9000,24500,143140,0
361,2021,12,4,45,0,7900,7900,8120,98280,18080,0,2850,0,0,143130,0
362,2022,8,1,60,0,26900,26900,13870,0,22000,10860,9000,9000,24500,143030,0
363,2022,8,1,120,0,26900,26900,13870,0,9000,10860,9000,22000,24500,143030,0
364,2022,8,1,80,0,13440,13440,27750,0,22000,10860,9000,22000,24500,142990,0
365,2022,19,4,58,0,0,0,0,53120,19220,17310,9040,13520,24410,136620,4
366,2022,17,8,49,18000,0,0,0,95920,28950,0,0,0,0,142870,1
367,2022,7,1,75,0,26900,26900,0,0,9000,24500,22000,9000,24500,142800,0
368,2022,15,5,48,0,7900,7900,6340,64940,35560,0,9040,4520,6450,142650,0
369,2021,10,1,91,0,7900,13440,8120,16340,22000,24500,9000,9000,24500,134800,0
370,2022,10,1,59,0,7900,7900,8120,32800,9000,24500,9000,9000,24500,132720,0
371,2022,10,1,59,9000,26900,26900,13870,7900,4520,24500,9000,9000,10860,142450,0
372,2022,12,2,64,0,13440,7900,8120,32800,11850,28050,24850,4520,10860,142390,0
373,2022,17,8,47,0,0,0,0,102520,0,3550,36160,0,0,142230,3
374,2022,10,1,70,9000,13440,9750,13870,0,22000,24500,22000,9000,10860,134420,0
375,2021,10,1,57,6300,13440,13440,8120,16340,22000,24500,9000,4520,24500,142160,0
376,2022,13,3,56,0,13440,7900,16240,0,35520,30950,9040,4520,24500,142110,0
377,2022,16,3,61,9000,6130,7900,6340,49140,11890,28170,4520,4520,14410,142020,0
378,2021,12,2,57,0,7900,7900,8120,49140,13520,35360,4520,4520,10860,141840,0
379,2022,23,5,45,0,12260,20160,12680,16340,11890,28170,11890,11890,16450,141730,0
380,2022,9,1,58,18000,13440,0,8120,32800,22000,24500,5970,5970,10860,141660,0
381,2022,8,1,71,0,26900,26900,8120,0,4520,24500,22000,22000,6450,141390,0
382,2022,31,12,44,0,13440,7900,0,53100,35870,20860,10220,0,0,141390,0
383,2022,12,2,80,0,0,0,16240,0,18000,49000,13520,9040,35360,141160,4
384,2022,12,2,71,0,13440,13440,8120,0,26520,21720,13520,9000,35360,141120,0
385,2020,11,2,69,0,7900,13440,0,16340,9000,35360,22000,9000,21720,134760,0
386,2022,15,2,56,6300,13440,13440,13870,16340,9000,14410,11850,9000,10860,118510,0
387,2022,18,4,46,0,7900,7900,6340,70540,14520,3550,16190,5970,7920,140830,0
388,2022,15,4,51,0,0,0,8120,53120,19220,30950,9000,2850,17310,140570,4
389,2022,8,1,146,0,26900,7900,8120,0,22000,24500,22000,4520,24500,140440,0
390,2022,35,16,40,0,0,0,0,75700,47270,0,0,4520,6450,133940,1
391,2022,14,2,65,4500,13440,13440,13870,7900,9000,24500,9000,9000,10860,115510,0
392,2021,10,1,67,0,13440,13440,8120,16340,9000,24500,9000,9000,24500,127340,0
393,2022,17,3,47,0,15800,0,16240,49020,9040,18780,9040,9040,12900,139860,0
394,2022,18,4,42,0,14030,14030,6340,65360,7370,6450,7370,7370,11470,139790,0
395,2022,9,1,62,0,13440,9750,8120,0,22000,24500,22000,9000,24500,133310,0
396,2021,11,1,174,0,7900,13440,8120,7900,22000,24500,22000,4520,10860,121240,0
397,2022,10,2,61,0,33030,13440,27750,16340,9000,10860,9000,9000,10860,139280,0
398,2022,11,1,75,9000,7900,7900,8120,0,22000,24500,22000,4520,10860,116800,0
399,2022,18,2,48,0,26880,15800,16240,16340,9040,17310,9040,9040,12900,132590,0
400,2022,10,1,58,4500,13440,13440,13870,4520,9000,24500,9000,22000,24500,138770,0
401,2022,15,2,48,0,19500,17650,0,49140,14970,6450,9040,9040,12900,138690,0
402,2022,14,2,58,0,26880,21340,13870,7900,18000,6450,4520,18000,21720,138680,0
403,2022,7,1,89,0,0,0,8120,32800,22000,24500,22000,4520,24500,138440,4
404,2022,16,2,46,0,7900,15800,8120,49140,9040,12900,9040,9040,17310,138290,0
405,2022,13,1,55,4500,13440,13440,13870,16340,9000,10860,9000,9000,10860,110310,0
406,2022,29,7,41,0,0,0,8120,48540,21620,33550,15920,0,10000,137750,4
407,2022,18,2,49,0,7900,15800,6340,15220,13520,35360,9040,9040,12900,125120,0
408,2022,16,3,53,0,21340,23700,21990,0,13520,10860,9000,13520,23760,137690,0
409,2022,9,1,79,0,13440,7900,8120,32800,22000,10860,9000,9000,24500,137620,0
410,2022,8,1,89,0,7900,7900,0,32800,22000,24500,9000,9000,24500,137600,0
411,2022,17,3,49,0,0,0,8120,65480,14700,10860,10220,10220,17960,137560,4
412,2022,8,1,87,0,13440,26900,8120,0,9000,24500,22000,9000,24500,137460,0
413,2022,8,1,77,0,26900,13440,8120,0,22000,24500,9000,9000,24500,137460,0
414,2022,8,1,197,0,13440,13440,8120,0,22000,24500,22000,9000,24500,137000,0
415,2022,8,1,117,0,13440,13440,8120,0,22000,24500,22000,9000,24500,137000,0
416,2022,11,1,57,4500,13440,13440,13870,16340,9000,24500,9000,9000,10860,123950,0
417,2022,8,1,57,0,26900,13440,8120,0,22000,24500,9000,22000,10860,136820,0
418,2022,14,2,60,0,0,0,0,49140,7370,35360,11850,7370,12900,123990,4
419,2022,11,1,68,9000,7900,7900,8120,32800,9000,24500,9000,4520,10860,123600,0
420,2022,11,1,54,0,9750,9750,8120,32800,9000,24500,4520,4520,10860,113820,0
421,2022,13,4,47,0,0,0,0,81820,19530,0,4520,0,30210,136080,1
422,2021,14,2,57,0,13440,13440,8120,0,13520,35360,13520,13520,17310,128230,0
423,2022,14,2,62,0,21340,21340,0,0,13520,35360,13520,13520,17310,135910,0
424,2022,9,1,70,0,13440,13440,13870,32800,9000,24500,9000,9000,10860,135910,0
425,2022,9,1,57,0,26900,13440,13870,0,9000,24500,22000,9000,10860,129570,0
426,2022,9,1,57,0,26900,13440,13870,0,22000,24500,9000,9000,10860,129570,0
427,2022,21,3,41,0,21930,14030,14460,24240,13520,16450,7370,7370,10000,129370,0
428,2022,25,7,44,0,7900,7900,8120,29360,18770,35150,14520,7370,6450,135540,0
429,2022,18,5,47,0,13440,7900,0,53540,14740,0,13560,4520,27310,135010,0
430,2022,10,1,94,0,9750,7900,8120,32800,9000,6450,22000,5970,24500,126490,0
431,2022,16,2,46,0,15800,15800,8120,32800,13520,17310,9040,9040,12900,134330,0
432,2022,9,2,56,0,13440,13440,8120,32800,9000,24500,22000,4520,6450,134270,0
433,2022,10,2,72,0,13440,13440,13870,49140,9000,6450,9000,9000,10860,134200,0
434,2022,9,1,66,0,13440,13440,8120,32800,4520,24500,22000,4520,10860,134200,0
435,2022,29,9,42,0,7900,0,0,44060,24470,30210,13070,2850,11470,134030,4
436,2022,13,1,57,6300,7900,7900,13870,16340,9000,24500,9000,9000,10860,114670,0
437,2021,12,2,75,0,7900,13440,8120,0,13520,49000,18000,9000,6450,125430,0
438,2022,20,2,40,0,14030,14030,14460,24240,9040,12900,9040,9040,12900,119680,0
439,2022,7,1,65,0,13440,13440,13870,0,0,24500,22000,22000,24500,133750,0
440,2020,11,2,72,0,7900,7900,8120,32800,22000,24500,4520,4520,10860,123120,0
441,2022,18,2,48,0,14030,14030,12680,10700,14970,18780,10490,10490,18780,124950,0
442,2022,9,1,78,18000,7900,7900,0,32800,22000,24500,9000,4520,6450,133070,0
443,2022,10,1,53,0,7900,13440,6340,10700,9000,24500,22000,22000,10860,126740,0
444,2022,17,2,49,0,21340,17650,18170,7900,18000,14370,9040,9040,17310,132820,0
445,2022,13,1,53,4500,13440,13440,13870,16340,9000,10860,9000,9000,10860,110310,0
446,2022,16,4,56,0,13440,13440,13870,12420,20850,14410,13520,13520,17310,132780,0
447,2022,13,3,60,0,9750,7900,8120,49140,18040,10860,13520,9000,6450,132780,0
448,2022,6,1,87,0,26900,26900,27750,0,0,24500,22000,4520,0,132570,0
449,2022,15,4,47,18000,6130,0,6340,49740,32220,7920,2850,2850,6450,132500,0
450,2022,10,1,51,0,13440,7900,8120,32800,9000,24500,9000,9000,10860,124620,0
451,2022,14,3,56,0,13440,13440,8120,7900,11940,32580,9000,9000,21720,127140,0
452,2022,8,2,54,0,13440,26900,8120,0,4520,24500,22000,22000,10860,132340,0
453,2022,9,1,56,0,7900,7900,8120,32800,22000,24500,9000,9000,10860,132080,0
454,2022,12,3,50,0,13440,7900,8120,49020,5970,21720,9000,5970,10860,132000,0
455,2022,8,1,99,0,13440,7900,8120,0,22000,24500,22000,9000,24500,131460,0
456,2022,9,1,67,0,13440,13440,13870,32800,9000,24500,9000,4520,10860,131430,0
457,2022,17,3,51,0,0,0,8120,40580,17910,10860,13560,13560,26700,131290,4
458,2022,11,1,51,0,13440,13440,8120,32800,9000,10860,9000,9000,10860,116520,0
459,2022,14,2,44,0,7900,7900,8120,40700,9040,30950,9040,4520,12900,131070,0
460,2022,6,2,75,0,53800,0,55500,0,0,21720,0,0,0,131020,2
461,2022,8,1,96,0,0,0,0,32800,22000,24500,22000,4520,10860,116680,4
462,2022,23,8,43,0,13440,13440,8120,42920,26140,6450,9000,4520,6450,130480,0
463,2022,11,1,54,4500,13440,13440,13870,16340,9000,24500,9000,9000,10860,123950,0
464,2021,8,1,55,0,26900,13440,13870,0,9000,24500,9000,9000,24500,130210,0
465,2022,9,1,65,18000,9750,7900,0,32800,22000,10860,9000,9000,10860,130170,0
466,2022,17,4,45,0,0,0,0,65360,18080,0,4520,16410,25800,130170,4
467,2022,9,1,57,0,13440,13440,8120,32800,9000,10860,9000,9000,24500,130160,0
468,2022,8,1,55,0,26900,26900,13870,0,9000,10860,9000,9000,24500,130030,0
469,2022,17,3,41,9000,15800,15800,16240,40580,9040,0,0,9040,14370,129870,0
470,2022,13,2,51,0,13440,13440,13870,0,9040,49000,9040,9040,12900,129770,0
471,2022,8,1,60,0,13440,13440,13870,0,22000,24500,9000,9000,24500,129750,0
472,2021,8,1,60,0,13440,13440,13870,0,22000,24500,9000,9000,24500,129750,0
473,2022,8,1,55,0,13440,13440,13870,0,22000,24500,9000,9000,24500,129750,0
474,2022,13,1,52,4500,13440,13440,13870,16340,9000,10860,9000,9000,10860,110310,0
475,2022,26,8,39,0,0,0,0,66000,29480,0,5700,0,28400,129580,1
476,2022,15,4,45,0,13440,13440,6340,43380,13560,10860,4520,4520,19350,129410,0
477,2022,17,4,41,0,7900,7900,8120,58720,16190,0,4520,4520,21470,129340,0
478,2022,7,1,65,0,26900,13440,0,0,9000,24500,22000,9000,24500,129340,0
479,2022,21,3,44,0,29240,14030,8120,7900,11850,16450,13560,10220,17960,129330,0
480,2022,7,1,57,0,0,0,8120,32800,22000,24500,22000,9000,10860,129280,4
481,2022,9,1,68,0,13440,13440,8120,0,22000,24500,9000,9000,24500,124000,0
482,2022,8,1,75,0,13440,13440,13870,0,22000,24500,22000,9000,10860,129110,0
483,2022,14,2,56,0,23190,23190,0,0,14970,18780,14970,14970,18780,128850,0
484,2022,8,1,67,0,13440,9750,8120,0,22000,24500,22000,4520,24500,128830,0
485,2022,13,5,42,0,0,13440,0,77900,13560,0,4520,0,19350,128770,4
486,2022,9,1,56,9000,7900,7900,0,32800,9000,24500,22000,4520,10860,128480,0
487,2021,8,1,51,0,26900,26900,8120,0,4520,24500,9000,22000,6450,128390,0
488,2022,10,1,51,0,7900,7900,8120,32800,22000,24500,4520,4520,10860,123120,0
489,2022,10,1,67,4500,7900,7900,8120,32800,9000,24500,4520,4520,24500,128260,0
490,2022,18,4,46,6300,13440,7900,0,40580,13560,0,13560,13560,19350,128250,0
491,2022,16,3,44,9000,7900,7900,8120,51400,14700,6450,10220,4520,7920,128130,0
492,2022,19,4,42,0,9750,7900,8120,40040,14520,17100,5970,5970,10860,120230,0
493,2022,9,1,61,0,13440,13440,8120,0,4520,24500,22000,9000,24500,119520,0
494,2022,10,2,51,0,0,0,0,65600,13520,0,13520,13520,21720,127880,4
495,2022,13,2,42,0,15800,0,0,65600,9040,6450,9040,9040,12900,127870,4
496,2022,15,4,52,6300,13440,0,13870,28760,19220,17310,9000,9000,10860,127760,0
497,2021,23,10,40,0,0,7900,0,58120,13070,21510,11890,4520,10000,127010,4
498,2022,10,1,53,0,7900,7900,8120,32800,9000,24500,9000,9000,10860,119080,0
499,2022,8,1,70,0,13440,0,8120,32800,22000,10860,9000,5970,24500,126690,0
500,2022,9,2,53,0,26900,13440,8120,0,11850,10860,22000,9000,24500,126670,0
501,2022,7,1,57,0,0,0,0,0,22000,24500,22000,9000,10860,88360,4
502,2022,9,1,147,18000,13440,0,8120,32800,22000,6450,9000,5970,10860,126640,0
503,2022,8,1,61,0,0,0,8120,32800,4520,24500,9000,4520,10860,94320,4
504,2022,7,1,99,0,13440,0,0,32800,22000,24500,4520,4520,24500,126280,4
505,2022,16,2,47,0,19570,14030,14460,0,11850,28050,11850,11850,14410,126070,0
506,2022,8,1,53,0,13440,13440,10050,0,22000,24500,9000,9000,24500,125930,0
507,2022,9,1,89,0,13440,7900,13870,32800,9000,24500,9000,4520,10860,125890,0
508,2022,9,1,54,0,13440,13440,8120,32800,9000,6450,9000,9000,24500,125750,0
509,2022,16,4,44,0,0,0,0,56920,18080,30210,4520,4520,11470,125720,4
510,2022,9,1,54,0,13440,13440,8120,32800,4520,24500,9000,9000,10860,125680,0
511,2022,13,1,49,9000,7900,7900,8120,16340,9000,10860,9000,9000,10860,97980,0
512,2022,16,3,42,6300,7900,7900,8120,51400,10220,6450,14700,4520,7920,125430,0
513,2022,8,1,52,0,26900,13440,13870,0,9000,6450,22000,9000,24500,125160,0
514,2022,14,2,51,0,15800,7900,8120,0,13520,35360,13520,13520,17310,125050,0
515,2022,7,1,62,0,26900,13440,0,0,4520,24500,22000,9000,24500,124860,0
516,2022,9,1,76,18000,26900,7900,10050,0,4520,24500,22000,4520,6450,124840,0
517,2022,10,1,60,18000,7900,7900,8120,16340,9000,24500,22000,4520,6450,124730,0
518,2022,16,5,44,0,0,0,6340,73380,9040,6450,10220,5700,13550,124680,4
519,2022,18,4,42,0,0,7900,8120,37320,16410,19350,13560,9040,12900,124600,0
520,2022,16,7,42,0,13440,7900,8120,46840,9000,10860,9000,4520,6450,116130,0
521,2022,17,4,48,0,26900,7900,8120,13560,17550,10860,9000,9000,21510,124400,0
522,2022,9,1,52,0,26900,13440,13870,0,9000,24500,9000,9000,10860,116570,0
523,2022,11,1,56,4500,7900,7900,8120,32800,9000,24500,9000,4520,10860,119100,0
524,2022,8,1,62,0,13440,13440,8120,0,9000,24500,22000,9000,24500,124000,0
525,2022,11,2,48,0,0,0,0,49140,13520,24500,10490,9040,17310,124000,4
526,2022,8,1,57,0,13440,13440,8120,0,22000,24500,9000,9000,24500,124000,0
527,2022,18,3,46,0,7900,13440,8120,25380,14700,17960,14700,9000,6450,117650,0
528,2022,8,1,52,0,26900,26900,0,7900,22000,10860,9000,9000,10860,123420,0
529,2022,9,1,76,0,7900,7900,0,32800,5970,24500,9000,4520,24500,117090,0
530,2022,8,1,52,0,13440,13440,8120,0,9000,24500,22000,22000,10860,123360,0
531,2022,22,8,46,0,13440,7900,8120,0,32290,41510,4520,9000,6450,123230,0
532,2022,16,2,43,0,15800,15800,16240,0,9040,35360,9040,9040,12900,123220,0
533,2022,15,5,48,0,19570,0,21990,0,4520,38050,19220,9000,10860,123210,0
534,2022,10,1,52,18000,7900,7900,8120,32800,22000,0,9000,4520,6450,116690,0
535,2022,15,2,40,0,15800,0,8120,49140,9040,3550,9040,9040,12900,116630,0
536,2022,12,2,50,0,14030,7900,8120,7900,22000,24500,9000,4520,10860,108830,0
537,2022,11,2,48,0,7900,0,8120,49140,18000,0,4520,13520,21720,122920,0
538,2022,9,1,52,0,26900,13440,13870,0,9000,10860,9000,9000,24500,116570,0
539,2022,7,1,57,0,0,0,0,32800,9000,24500,9000,4520,10860,90680,4
540,2022,9,1,70,0,7900,7900,8120,32800,22000,6450,22000,4520,10860,122550,0
541,2021,9,1,50,0,13440,13440,13870,32800,9000,10860,9000,9000,10860,122270,0
542,2020,9,1,65,0,13440,13440,13870,32800,9000,10860,9000,9000,10860,122270,0
543,2022,22,9,37,0,14030,7900,8120,41780,19260,6450,9040,9040,6450,122070,0
544,2022,13,2,43,0,7900,7900,8120,49140,13520,0,9040,9040,17310,121970,0
545,2022,8,1,50,0,26900,13440,0,32800,9000,10860,9000,9000,10860,121860,0
546,2022,17,2,40,0,23190,15800,8120,21400,9040,12900,9040,9040,12900,121430,0
547,2022,8,1,56,0,13440,0,8120,32800,9000,24500,4520,4520,24500,121400,0
548,2022,22,9,38,0,7900,6130,0,31600,16410,17100,4520,4520,27960,116140,0
549,2022,9,1,55,0,7900,7900,0,32800,22000,24500,9000,4520,6450,115070,0
550,2020,15,7,46,0,0,0,0,55280,13520,21720,13520,0,17310,121350,4
551,2022,13,1,46,4500,7900,7900,8120,7900,9000,24500,9000,9000,10860,98680,0
552,2022,9,2,48,0,34800,7900,8120,0,4520,10860,22000,22000,10860,121060,0
553,2022,11,2,54,0,7900,7900,6340,32800,9000,28050,9000,2850,10860,114700,0
554,2022,10,1,54,0,13440,7900,8120,32800,9000,24500,9000,4520,6450,115730,0
555,2022,10,2,37,0,6130,6130,6340,65600,2850,3550,2850,2850,24500,120800,0
556,2022,13,5,40,0,7900,7900,8120,61440,9000,6450,4520,4520,10860,120710,0
557,2022,13,1,47,9000,7900,7900,8120,16340,9000,10860,9000,9000,10860,97980,0
558,2021,18,3,42,0,9750,7900,8120,12420,13340,35970,11890,4520,16450,120360,0
559,2022,9,1,46,0,7900,13440,8120,32800,9000,24500,4520,9000,10860,120140,0
560,2022,10,1,85,18000,7900,7900,8120,32800,22000,7920,4520,4520,6450,120130,0
561,2022,14,4,46,0,6130,0,6340,31600,22560,24500,9000,9000,10860,119990,0
562,2022,7,1,70,0,7900,9750,0,0,22000,24500,22000,9000,24500,119650,0
563,2022,8,1,49,0,13440,13440,8120,0,22000,24500,4520,9000,24500,119520,0
564,2022,9,1,57,9000,13440,13440,8120,0,9000,24500,9000,22000,10860,119360,0
565,2022,11,3,39,0,0,0,0,81940,13560,12900,7370,0,3550,119320,4
566,2022,10,1,65,9000,7900,7900,8120,32800,9000,24500,4520,4520,10860,119120,0
567,2022,9,2,66,0,7900,7900,8120,32800,9000,10860,9000,9000,24500,119080,0
568,2021,10,1,41,0,6130,7900,6340,16340,4520,24500,5970,4520,10860,87080,0
569,2022,10,1,42,0,13440,7900,8120,32800,4520,24500,9000,4520,6450,111250,0
570,2022,12,1,44,4500,7900,7900,8120,16340,4520,24500,9000,9000,10860,102640,0
571,2021,8,1,50,0,13440,13440,0,16340,22000,10860,9000,9000,24500,118580,0
572,2020,8,1,49,0,13440,7900,8120,0,22000,24500,9000,9000,24500,118460,0
573,2022,8,1,49,0,13440,7900,8120,0,22000,24500,9000,9000,24500,118460,0
574,2022,9,1,51,0,7900,7900,8120,32800,22000,10860,9000,9000,10860,118440,0
575,2022,10,1,50,0,13440,13440,13870,0,9000,10860,9000,9000,10860,89470,0
576,2022,9,1,64,0,13440,13440,8120,0,22000,24500,9000,9000,10860,110360,0
577,2022,11,3,48,0,13440,13440,8120,32800,9000,10860,9000,4520,6450,107630,0
578,2022,14,2,39,0,0,15800,0,49140,9040,12900,9040,9040,12900,117860,4
579,2022,8,1,54,0,13440,7900,8120,0,22000,24500,22000,9000,10860,117820,0
580,2022,7,1,60,9000,0,0,0,32800,9000,24500,9000,9000,24500,117800,4
581,2022,10,2,41,0,7900,7900,8120,43500,5970,10860,4520,4520,24500,117790,0
582,2022,10,2,57,0,7900,13440,6340,0,9000,24500,9000,9000,24500,103680,0
583,2022,7,1,52,0,0,13440,0,32800,9000,24500,9000,4520,24500,117760,4
584,2022,10,1,46,0,13440,7900,6340,32800,5970,24500,5970,4520,7920,109360,0
585,2022,13,2,50,0,13440,13440,13870,0,13520,17310,13520,9000,17310,111410,0
586,2020,20,7,36,0,7900,0,0,48540,25450,0,0,0,35800,117690,1
587,2022,15,2,49,0,7900,7900,8120,15800,8820,30950,11850,11850,14410,117600,0
588,2022,26,26,26,0,0,0,0,117520,0,0,0,0,0,117520,1
589,2022,18,3,39,0,29240,0,24360,0,9040,19350,13560,9040,12900,117490,0
590,2022,12,1,43,4500,7900,7900,8120,7900,4520,24500,9000,4520,24500,103360,0
591,2022,15,4,39,0,9750,7900,6340,40580,13560,6450,4520,4520,23760,117380,0
592,2022,8,1,44,0,9750,7900,0,32800,5970,24500,5970,5970,24500,117360,0
